URL,video_shared_date,authour_username,author_nickname,video_description,video_hashtags,posted_location,video_music_title,like_count,comment_count,save_count,share_count
https://www.tiktok.com/@itsthatnurseagain/video/7251685788654554411,7/3/23,itsthatnurseagain,It’s THAT Nurse Again.,"When finally start making a little coin, and need a new car bc the kia boys ripping you a new a**!!!#foryoupage#viral#nurse#blackgirltiktok#nursesoftiktok#nursesoftiktok#blackgirlnursing#lpn#lpntorn#newnurse#funnynursevideos#finenurse#struggle","['#foryoupage', '#viral', '#nurse', '#blackgirltiktok', '#nursesoftiktok', '#nursesoftiktok', '#blackgirlnursing', '#lpn', '#lpntorn', '#newnurse', '#funnynursevideos', '#finenurse', '#struggle']",,original sound - gnarlyoodles,49.3K,699,1748,766
https://www.tiktok.com/@ufdtech.uk/video/7251539383076130094,7/3/23,ufdtech.uk,UFDTech,Finally Kia Fixes the Kia Boyz Issue,[],,nhạc nền - UFDTech,101,1,15,6
https://www.tiktok.com/@g.abriellav/video/7251904218301336875,7/4/23,g.abriellav,g.abriellav,Currently waiting for the police to arrive to report my car stolen right outside my own home!! Thank you Kia Boys!#foryou#fyp,"['#foryou', '#fyp']",San Antonio,original sound - Roo,4475,44,34,21
https://www.tiktok.com/@708twin/video/7253189627484425518,7/7/23,708twin,708twin,Kia Boys Count Yall Days 🔪#chicago#fypシ゚viral#fyppppppppppppppppppppppp,"['#chicago', '#fypシ', '#fyppppppppppppppppppppppp']",,Just Wanna Rock - Lil Uzi Vert,1670,29,128,4
https://www.tiktok.com/@qsdot/video/7253629673467284778,7/8/23,qsdot,idk,"Sad to say I'm apart of the Kia boy challenge on Tiktok. It truly is sad this is even a trend 💔. Parents, watch your kids, know what they're into and who. Is it really even worth the damage or risk this causes.#KiaBoyTriedIt#KiaIgnitionparts#KiasoftwareUpdate#KiaIgnitionparts","['#KiaBoyTriedIt', '#KiaIgnitionparts', '#KiasoftwareUpdate', '#KiaIgnitionparts']",Chester County,original sound - idk,91,4,20,11
https://www.tiktok.com/@carswithmiles/video/7253798071119645994,7/9/23,carswithmiles,Miles Somerville,Don't Ignore the Red Flags!#kiaev6gt#cars#carsofinstagram#automotive#automotivephotography#supercar#supercars#hypercar#hypercars#bmw#lexus#mazda3#volkswagen#carsoftiktok#cheapcars#audi#lamborghini#porsche#mercedes#cadillac#chevy#nissan#carreviews#hellcat#carsales#usedcars#tesla,"['#kiaev6gt', '#cars', '#carsofinstagram', '#automotive', '#automotivephotography', '#supercar', '#supercars', '#hypercar', '#hypercars', '#bmw', '#lexus', '#mazda3', '#volkswagen', '#carsoftiktok', '#cheapcars', '#audi', '#lamborghini', '#porsche', '#mercedes', '#cadillac', '#chevy', '#nissan', '#carreviews', '#hellcat', '#carsales', '#usedcars', '#tesla']",,original sound - Miles Somerville,44.2K,1202,1775,347
https://www.tiktok.com/@goodiemygang/video/7254644070344117546,7/11/23,goodiemygang,Bobby Jr.,it be the kia boys#philly#phillytiktok#phillytok#pa#southphilly#kia#car#cars#cartiktok#cartok#steal#johnnys#johnny#northphilly#fyp#foryou#pa#fypシ#foryou#raudxgeez#raudtakeover#raud#meekmill#viral#phildelphia#eagles#76ers#westphilly#centercity#viral,"['#philly', '#phillytiktok', '#phillytok', '#pa', '#southphilly', '#kia', '#car', '#cars', '#cartiktok', '#cartok', '#steal', '#johnnys', '#johnny', '#northphilly', '#fyp', '#foryou', '#pa', '#fypシ', '#foryou', '#raudxgeez', '#raudtakeover', '#raud', '#meekmill', '#viral', '#phildelphia', '#eagles', '#76ers', '#westphilly', '#centercity', '#viral']",South Philadelphia,FREESTYLE PT.2 - STURDYYOUNGIN,3496,103,243,38
https://www.tiktok.com/@marzlanding/video/7254943672893033770,7/12/23,marzlanding,marzlanding,#kia#kiatheft#cartheft#kialawsuit#stlouis,"['#kia', '#kiatheft', '#cartheft', '#kialawsuit', '#stlouis']",,original sound - marzlanding,57,19,7,2
https://www.tiktok.com/@crazylivepd/video/7255740822581251374,7/14/23,crazylivepd,Live PD Nation,Yall think he catchin @kiaboys 😱#fyp#cop#backtheblue#bluelivesmatter#fypp#viral#thinblueline#foryoupage#trend#funny#crazy#scat#srt,"['#fyp', '#cop', '#backtheblue', '#bluelivesmatter', '#fypp', '#viral', '#thinblueline', '#foryoupage', '#trend', '#funny', '#crazy', '#scat', '#srt']",,original sound - Live PD Nation,29.8K,388,2862,297
https://www.tiktok.com/@elantraman1703/video/7255729803129523502,7/14/23,elantraman1703,ElantraMan,Too real#kiahyundaichallenge#kiaboys#kia#hyundai#stopstealingcars#hyundaielantra#kdm#hoodmemes#kiaboyz#trending#carsoftiktok#hyundaichallange#kiachallenge#foryoupage#hyundaioftiktok,"['#kiahyundaichallenge', '#kiaboys', '#kia', '#hyundai', '#stopstealingcars', '#hyundaielantra', '#kdm', '#hoodmemes', '#kiaboyz', '#trending', '#carsoftiktok', '#hyundaichallange', '#kiachallenge', '#foryoupage', '#hyundaioftiktok']",,original sound - Kelly,10.4K,295,584,591
https://www.tiktok.com/@karmamilannn/video/7255822077763079466,7/14/23,karmamilannn,Amari🩷,Kia boys strike again !#Atlanta#Capcut#fypgotta get a new whip now!#victimofthekiaboyschallengemy lil blueberry ain deserve this !,"['#Atlanta', '#Capcut', '#fypgotta', '#victimofthekiaboyschallengemy']",Atlanta,original sound - Amari🩷,63,10,11,3
https://www.tiktok.com/@bebesitalecii/video/7256135458235764010,7/15/23,bebesitalecii,Bebesita Lecii,Why he look like a KIA BOY 😫😫😫#bebesitalecii#fyp,"['#bebesitalecii', '#fyp']",,original sound - Bebesita Lecii,3378,108,104,14
https://www.tiktok.com/@lavishhan/video/7256808422723800366,7/17/23,lavishhan,lavishhan,you laid your heads down in bed last night knowing you’re unsuccessful aspiring criminals :/ as a man lets do better k? major ick,[],,Law and Order - The Hollywood Prime Time Orchestra,530,22,27,3
https://www.tiktok.com/@piecesofmykel/video/7258041120268078379,7/20/23,piecesofmykel,Mykel,@TizzyEntI don't know when my car will come back from being repaired.This tiktok 'Kia Boys' trend is out of hand.I am out close to $500 in business equipment for www.flowandflair.com and borrowing my mom's car. I am 52.BART Police won't let me see footage!#autothefttaskforce#autotheft#autotheftprevention,"['#autothefttaskforce', '#autotheft', '#autotheftprevention']",,original sound - Mykel,36,20,5,10
https://www.tiktok.com/@olivia.ohno/video/7257697324846026027,7/20/23,olivia.ohno,Olivia,Like my status if u think the kia boys r loosers too,[],,original sound - Olivia,2604,134,51,30
https://www.tiktok.com/@baby_trey65/video/7257835823813381419,7/20/23,baby_trey65,BABY_TREY💥,,[],Bronx · Hackney,YAK (Kia boy anthem) - Lul trell,91.1K,955,12.8K,1634
https://www.tiktok.com/@tootallchant/video/7258063440936242474,7/21/23,tootallchant,Too Tall Chant,Lets just pray the KiaBoys dont take the Challenger..#conclave#airbnb#nupetok,"['#conclave', '#airbnb', '#nupetok']",,original sound - Too Tall Chant,126.8K,1861,5488,5244
https://www.tiktok.com/@tubscoot/video/7258491728624160042,7/21/23,tubscoot,Whitewashed wagon👷🏾,Kia eater#isthatgood#kiaeater#ope#blownup#intubscootswetrust#foryoupage#theboys#trucktok#stancenation,"['#isthatgood', '#kiaeater', '#ope', '#blownup', '#intubscootswetrust', '#foryoupage', '#theboys', '#trucktok', '#stancenation']",Iowa City,original sound - Jordan Hicks,4712,22,238,9
https://www.tiktok.com/@brilaxoxo/video/7259350893764676906,7/24/23,brilaxoxo,WegoodBri,She said KIA BOYS AINT FINNA GET ME 😂😂😂😂#fyp,['#fyp'],,original sound - WegoodBri,87.3K,827,5090,1925
https://www.tiktok.com/@yupthtzdrama2x/video/7259565628837661994,7/25/23,yupthtzdrama2x,Bangoutfamily2x,Bro didnt have no faith in his self 🤣🤣🤣#fypage#fypp#fypシ゚viral#fyyyyyyyyyyyyyyyy#fyy#funnytiktok#viral#funnyvideos#funny#lol#funnymoments#fyyyyy#share,"['#fypage', '#fypp', '#fypシ', '#fyyyyyyyyyyyyyyyy', '#fyy', '#funnytiktok', '#viral', '#funnyvideos', '#funny', '#lol', '#funnymoments', '#fyyyyy', '#share']",,No Bars - City Girls & JT,6460,71,598,62
https://www.tiktok.com/@viccgotti/video/7260560439715663146,7/27/23,viccgotti,Viccgotti,Yall plz keep yall items out of your car. They search throygh cars to find stuff like that ..#viccgotti,['#viccgotti'],,original sound - Viccgotti,1296,22,105,3
https://www.tiktok.com/@414kiaboyz/video/7261057735494536490,7/29/23,414kiaboyz,kiaboyz,two Sportage,[],,Naz Turnt Okkkkk - NazTurnt,1047,41,109,21
https://www.tiktok.com/@mikalewis549/video/7262081134295780654,7/31/23,mikalewis549,Meek,#fyp#foryoupage#kiaboys904,"['#fyp', '#foryoupage', '#kiaboys904']",,original sound - Meek,1801,42,203,17
https://www.tiktok.com/@dcherbo14/video/7262131128335633706,7/31/23,dcherbo14,Dc Herbo,Kia boyzzzzz,[],,kia boys wya - Lilqua 50,471,14,55,9
https://www.tiktok.com/@414kiaboyz/video/7261974613096221995,7/31/23,414kiaboyz,kiaboyz,better keep those doors lock cs we coming 😌😈,[],,YAK (Kia boy anthem) - Lul trell,975,18,118,39
https://www.tiktok.com/@major_payne39/video/7262494134202649898,8/1/23,major_payne39,MajorPayne39,Came into work and found a Hyundai with the ipone Charger hanging out#hyundaiaccent#usb#iphonetricks#stolen#street#racing#omg,"['#hyundaiaccent', '#usb', '#iphonetricks', '#stolen', '#street', '#racing', '#omg']",,This Is How We Do It - Montell Jordan,1302,32,185,497
https://www.tiktok.com/@cantycars/video/7263071394773191979,8/3/23,cantycars,Dealer Killer,Replying to@waynebeckinsale70children is the answer 😅#DealerKiller#cc#CantyCars#Brakes#atlroadsideassistance#AutoRepair#roadside#roadsideatl#BESTMECHANIC#MobileMechanic#AtlMobileMechanic#AtlantaMobileMechanic#DecaturMechanic#StoneMountainMechanic#LithoniaMechanic#JonesboroMechanic#BuckheadMechanic#CollegeParkMechanic#LithiaSpringsMechanic#ConyersMechanic#TuckerMechanic#Mechanic#viral#atlanta#atl#foryou#foryourpage#fyp#fouyoupage#f#v#u,"['#DealerKiller', '#cc', '#CantyCars', '#Brakes', '#atlroadsideassistance', '#AutoRepair', '#roadside', '#roadsideatl', '#BESTMECHANIC', '#MobileMechanic', '#AtlMobileMechanic', '#AtlantaMobileMechanic', '#DecaturMechanic', '#StoneMountainMechanic', '#LithoniaMechanic', '#JonesboroMechanic', '#BuckheadMechanic', '#CollegeParkMechanic', '#LithiaSpringsMechanic', '#ConyersMechanic', '#TuckerMechanic', '#Mechanic', '#viral', '#atlanta', '#atl', '#foryou', '#foryourpage', '#fyp', '#fouyoupage', '#f', '#v', '#u']",,original sound - Dealer Killer,2207,59,194,43
https://www.tiktok.com/@mindblowingreels/video/7263543365155769642,8/4/23,mindblowingreels,Mind Blowing Reels,Goad he show me#waitforit#lifehack#cars#kia,"['#waitforit', '#lifehack', '#cars', '#kia']",,This Is How We Do It - Montell Jordan,3625,242,375,57
https://www.tiktok.com/@futurebombs/video/7264048012840701227,8/5/23,futurebombs,Futurebombs 🤖,Kia boys challenge was last year bro 🤦‍♂️,[],,original sound - Futurebombs 🤖,13.2K,152,991,78
https://www.tiktok.com/@716kiaboyzz/video/7263891433432665386,8/5/23,716kiaboyzz,716KiaBoyzz,#716kiaboyz#buffalo#kia#explore#fpolice#fypシ#@,"['#716kiaboyz', '#buffalo', '#kia', '#explore', '#fpolice', '#fypシ']",,Ybc nas (demon) - 414bigfrank,3033,92,273,32
https://www.tiktok.com/@fortytv_1/video/7264341032945388842,8/6/23,fortytv_1,60second Of Fun,Them kia boyz 🤣🤣🤣#funnyvideos#funnymoments,"['#funnyvideos', '#funnymoments']",,original sound - 60second Of Fun,8780,166,1081,93
https://www.tiktok.com/@theblackcarguru/video/7264187345782590763,8/6/23,theblackcarguru,Theblackcarguru,Kia boys? Im on yall ass!🤌🏾‼️#hyundai#dodge#genisis#kia,"['#hyundai', '#dodge', '#genisis', '#kia']",,original sound - Theblackcarguru,6565,218,551,150
https://www.tiktok.com/@osoavaricea/video/7264760960110611758,8/7/23,osoavaricea,Mr.makeithappen🦾🙏🏽,Replying  Brando if yall got kias wit a regular key u need to worry about kia boys 🗣️💯 #kia #kiaboyz #kiak5gt #carinsurance #carprotection  (1),"['#kia', '#kiaboyz', '#kiak5gt', '#carinsurance', '#carprotection']",,original sound - Mr.makeithappen🦾🙏🏽,5807,86,666,48
https://www.tiktok.com/@716kiaboyzz/video/7264603832657792299,8/7/23,716kiaboyzz,716KiaBoyzz,#kia,['#kia'],,Catch A B - MAF Teeski,288,9,32,11
https://www.tiktok.com/@keyelehaze/video/7264946591071604014,8/8/23,keyelehaze,KeyeLeHaze,this had a 1mil+ on IG so idk#kia#nissan#nissanrogue#tampa#tampabay#hillsboroughcounty#orlando#plantcity#dashcam#closecall#left,"['#kia', '#nissan', '#nissanrogue', '#tampa', '#tampabay', '#hillsboroughcounty', '#orlando', '#plantcity', '#dashcam', '#closecall', '#left']",,original sound - KeyeLeHaze,1.4M,8945,72.6K,14.4K
https://www.tiktok.com/@kilgore55555/video/7264930397446868267,8/8/23,kilgore55555,Pickup And Delivery,,[],,original sound - Pickup And Delivery,615,0,30,19
https://www.tiktok.com/@marsgoat7/video/7265363788143037738,8/9/23,marsgoat7,Mars Entertainment,Kia boys took bag from car in less than 10 seconds. 😭,[],,original sound - Mars Entertainment,3298,178,471,156
https://www.tiktok.com/@guwapcrazy/video/7267007889129229599,8/14/23,guwapcrazy,_its_guwap,#fypシ#undergroundmusic,"['#fypシ', '#undergroundmusic']",,Mini van - _its_guwap,902,14,106,23
https://www.tiktok.com/@aecoal/video/7269949578097528106,8/21/23,aecoal,josh,he gonna destroy me kia boy style#edwardcullen#twilight,"['#edwardcullen', '#twilight']",,original sound - josh,473,29,151,9
https://www.tiktok.com/@seattlesubmissions/video/7271045766158847275,8/24/23,seattlesubmissions,SeattleSubmissions,"Kia Boyz Strike again this time in Lynnwood WA what do you think about the Kia Boyz?FOLLOW @SEATTLESUBMISSIONS ON TIKTOK & IG ‼️*This page does not intend to promote dangerous organizations, violence, harassment, bullying or hate speech",[],Lynnwood,"Suspense, horror, piano and music box - takaya",1970,70,151,153
https://www.tiktok.com/@davidputitdown/video/7271385382015585578,8/25/23,davidputitdown,Dave,The kia boys got me shooketh. I have an irrational fear that they are out to get me 🤦🏾‍♂️😂#explore#adulting#learnontiktok#onthisday#life#howto#car#lifehacks,"['#explore', '#adulting', '#learnontiktok', '#onthisday', '#life', '#howto', '#car', '#lifehacks']",,She'll Be Ok - 4Fargo,2775,51,217,24
https://www.tiktok.com/@aspaceblive/video/7271380314306596142,8/25/23,aspaceblive,AspaceB,We cant afford the hellcat so we kia boys for now 😂😂😂#twitch#aspaceb#youtube#fyp#xyzbca#justchatting,"['#twitch', '#aspaceb', '#youtube', '#fyp', '#xyzbca', '#justchatting']",,Hellcats SRTs - Sexyy Red,2343,11,200,55
https://www.tiktok.com/@civicvtcz/video/7272582559303847211,8/28/23,civicvtcz,Slowcivic💨🐌,,[],,cardigan - Taylor Swift,134,19,12,3
https://www.tiktok.com/@dagoatboyd/video/7272401989198171438,8/28/23,dagoatboyd,DFMBruh,Them kia boyz dont play😭😭#fyp#fypシ#funny#jokes,"['#fyp', '#fypシ', '#funny', '#jokes']",,original sound - MemesByIK,3021,17,124,36
https://www.tiktok.com/@tommy.g753/video/7272670687217585450,8/29/23,tommy.g753,TOMMY G NEW,PART 3,[],,nhạc nền - TOMMY G NEW,635,11,68,14
https://www.tiktok.com/@jayfromli/video/7272801116679687466,8/29/23,jayfromli,Jason,No homo though😏#fyp#capcut#homie#theboys#kiacenatdancing#foryou#viral#party#clubbing,"['#fyp', '#capcut', '#homie', '#theboys', '#kiacenatdancing', '#foryou', '#viral', '#party', '#clubbing']",,original sound - Jason,25.8K,86,1617,3783
https://www.tiktok.com/@tommy.g753/video/7273109573962140970,8/30/23,tommy.g753,TOMMY G NEW,PART ( END ),[],,nhạc nền - TOMMY G NEW,583,0,54,10
https://www.tiktok.com/@theisismarie/video/7273246353508109598,8/30/23,theisismarie,I’sis,Why get a kia boy when i could put you in a vet ❤️,[],NOLA · New Orleans,original sound - I’sis,2051,14,81,3
https://www.tiktok.com/@145.kiaboys/video/7273283808777063713,8/31/23,145.kiaboys,🥷,,[],,Originalton - 🥷,1479,50,373,222
https://www.tiktok.com/@651kia_boys/video/7273533458335517995,8/31/23,651kia_boys,Kia boy,Minnesota kiaboys#kiaboy#414milwaukee#651kiaboy#kiaboyz612#donttrythisathome#stpaul#minnesota,"['#kiaboy', '#414milwaukee', '#651kiaboy', '#kiaboyz612', '#donttrythisathome', '#stpaul', '#minnesota']",,original sound - Kia boy,1699,18,233,53
https://www.tiktok.com/@cage1850/video/7273928177901161733,9/1/23,cage1850,STAR,screaming won't help🙄#SAMA28#viral#kia,"['#SAMA28', '#viral', '#kia']",,original sound - STAR,1952,41,233,55
https://www.tiktok.com/@riley.moranttt/video/7274002770666016042,9/1/23,riley.moranttt,riley morant,"loving my new kia!! and i dont wanna hear shit bout the kia boys, i got a a steering wheel lock 🙄",[],,ty for using my sound omg - anisa 🦕,693,16,12,1
https://www.tiktok.com/@theisismarie/video/7274649636244131102,9/3/23,theisismarie,I’sis,Why get a kia boy when i could put you in a vette 🤣🤣,[],,original sound - I’sis,1066,6,45,1
https://www.tiktok.com/@saedenoo/video/7275022310120115502,9/4/23,saedenoo,Deno 🌟,You cant park nowhere in houston🤦🏾‍♂️ dem kia boys at its finest 😂#fypシ#tsu#houston#pvvstsu#hbcu#funny,"['#fypシ', '#tsu', '#houston', '#pvvstsu', '#hbcu', '#funny']",,original sound - Deno 🌟,505,24,14,5
https://www.tiktok.com/@lilbrov/video/7275838801971285291,9/6/23,lilbrov,🏈🔛🔝,Kia boys got caught@#fypシ#Meme#fyp#viral,"['#fypシ', '#Meme', '#fyp', '#viral']",,original sound - 🏈🔛🔝,625,25,89,16
https://www.tiktok.com/@tommygmcgee.bigfan/video/7276602732075666731,9/8/23,tommygmcgee.bigfan,TommyGMcGee.bigfan,Kia Boys Documentary (A Story of Teenage Car Theft)-part 4,[],,nhạc nền  - TommyGMcGee.bigfan,588,6,49,4
https://www.tiktok.com/@kkurzi/video/7278232074375433514,9/13/23,kkurzi,Kurzi,Bro thinks hes with the kiaboys 😭#gta#fyp#gtav#gta5#kkurzi#gtacommunity#gta5online#gtatiktok#funnyvideos#funny#gtafunnymoments#gtaonlinemoments#gtaonlineclipss#gtacontent#gtalowlevels,"['#gta', '#fyp', '#gtav', '#gta5', '#kkurzi', '#gtacommunity', '#gta5online', '#gtatiktok', '#funnyvideos', '#funny', '#gtafunnymoments', '#gtaonlinemoments', '#gtaonlineclipss', '#gtacontent', '#gtalowlevels']",,original sound - Kurzi,74.4K,631,10.3K,875
https://www.tiktok.com/@sophisticatedjargon/video/7278369645990645035,9/13/23,sophisticatedjargon,SophisticatedJargon,Rich Kia Boys flee to the saftey of their gated community🤣#fyp,['#fyp'],Colorado Springs,original sound - مال,990,53,65,4
https://www.tiktok.com/@414_glazin/video/7278451746521795883,9/13/23,414_glazin,414_Glazin,They just dont care (MILWAUKEE KIA BOYz)#tiktok#instagram#love#viral#like#memes#follow#explorepage#trending#instagood#explore#music#likeforlikes#followforfollowback#funny#meme#fyp#youtube#tiktokindonesia#fashion#photography#k#tiktokdance#likes#bhfyp#tiktokindia#video#art#cute#india,"['#tiktok', '#instagram', '#love', '#viral', '#like', '#memes', '#follow', '#explorepage', '#trending', '#instagood', '#explore', '#music', '#likeforlikes', '#followforfollowback', '#funny', '#meme', '#fyp', '#youtube', '#tiktokindonesia', '#fashion', '#photography', '#k', '#tiktokdance', '#likes', '#bhfyp', '#tiktokindia', '#video', '#art', '#cute', '#india']",Milwaukee,original sound - 414_Glazin,869,5,61,22
https://www.tiktok.com/@liz_robbins143/video/7278310484971932970,9/13/23,liz_robbins143,✌🏻Liz Kelly Robbins,Replying to@𝘬𝘯𝘰𝘹 🎆.Part 2.#firstcar#firsttimedriver#firstcarcheck#teendrivers#teendriving,"['#firstcar', '#firsttimedriver', '#firstcarcheck', '#teendrivers', '#teendriving']",,Hip-hop instrumental.(1288673) - Eto,46.9K,1103,2260,39
https://www.tiktok.com/@tommygclippage/video/7279585586824908074,9/16/23,tommygclippage,Tommy G,Kia Boys Tommy G#kiaboy#tommyg,"['#kiaboy', '#tommyg']",Milwaukee,original sound - Tommy G,193,5,6,4
https://www.tiktok.com/@rangosrt/video/7282040103101369630,9/23/23,rangosrt,RangoSRT,👀#dodge#srt#hellcat#fyp#kia#ev6#gt#carcommunity#carsoftiktok,"['#dodge', '#srt', '#hellcat', '#fyp', '#kia', '#ev6', '#gt', '#carcommunity', '#carsoftiktok']",,original sound - RangoSRT,833,75,64,134
https://www.tiktok.com/@flowerkeller/video/7283233615729675562,9/26/23,flowerkeller,flowerkeller,#south#la#car#fire#kiaboy,"['#south', '#la', '#car', '#fire', '#kiaboy']",,Danger - SoundAudio,7,0,2,1
https://www.tiktok.com/@carguyschi/video/7283581114298535214,9/27/23,carguyschi,Car Guys Chicago,2023 KIA Stinger in for Starlights 💫 Dm to change the experience of your ride 🚀#starlights#starry#starheadliner#rollsroyce#carsoftiktok#cartok#kiastinger#stingergt#carguys#chicago#xyzcba#foryou#fyp,"['#starlights', '#starry', '#starheadliner', '#rollsroyce', '#carsoftiktok', '#cartok', '#kiastinger', '#stingergt', '#carguys', '#chicago', '#xyzcba', '#foryou', '#fyp']",,original sound - Car Guys Chicago,498,3,67,18
https://www.tiktok.com/@clopezzz3/video/7283923925258505503,9/28/23,clopezzz3,Cristal lopez,"Anyone know these teenagers? They hit my car, they almost ran me and my son over and then took off. The car they were driving was a kia and had no license plates. 2 young boys sitting in the front and 2 girls and 1 young man in the back seat. It happened at the target in downey. Any information will help!",[],Target · South Gate,original sound - Cristal lopez,9172,267,377,113
https://www.tiktok.com/@b______rian/video/7284116402259316014,9/28/23,b______rian,BEEN MADE IT HAPPEN,KIABOIIII 🔥🦃,[],Arizona,original sound - BEEN MADE IT HAPPEN,21,0,4,Share
https://www.tiktok.com/@leaveyouguessing6/video/7284760871119670558,9/30/23,leaveyouguessing6,Leave()You()Guessing,Neighbor Stops Car Jacker (Caught On Ring Camera)#shorts,['#shorts'],,original sound - Leave()You()Guessing,4805,33,296,60
https://www.tiktok.com/@sgc_von/video/7286248614249106734,10/4/23,sgc_von,SGC Von🧑🏾‍🎤,Kia boyzzz🤞🏽❤️,[],,original sound - brent is bae😘,2195,26,127,4
https://www.tiktok.com/@gonewrongpranks/video/7286255249898343726,10/4/23,gonewrongpranks,ScareZone,Why was bro so scared ? 😳☠️#fyp#prank#inthehood#hoodprank,"['#fyp', '#prank', '#inthehood', '#hoodprank']",Open Gate Cemetery · Osseo,original sound - ScareZone,123,3,9,1
https://www.tiktok.com/@omarslp23/video/7286315949689441578,10/4/23,omarslp23,Omar_SLP,,[],,original sound - Omar_SLP,104,3,7,7
https://www.tiktok.com/@precisiongaragecustoms/video/7285904102838586654,10/4/23,precisiongaragecustoms,Precision Garage Customs,Replying to@Noah T.How Would A Kia Optima Sound Straight Piped?#kia#carsoftiktok#carguys#carslover#carguy#cartok#carlover,"['#kia', '#carsoftiktok', '#carguys', '#carslover', '#carguy', '#cartok', '#carlover']",,sonido original - Newton official,1185,30,97,30
https://www.tiktok.com/@bigbeezz/video/7286272401028009258,10/5/23,bigbeezz,Hated Trap,Replying to@Pain real💔Why was bro so scared ☠️😭😭#fyp#inthehood#trending#kiaboy#hood#hoodprank,"['#fyp', '#inthehood', '#trending', '#kiaboy', '#hood', '#hoodprank']",,Something going on - Felixs left and right toe,10.8K,268,1052,114
https://www.tiktok.com/@ramelwitharf/video/7286796141453167915,10/6/23,ramelwitharf,ramel,Kia boys vs bait Kia prank in Milwaukee part 2|#prank#fyp#funny#foryou#viral#trending,"['#prank', '#fyp', '#funny', '#foryou', '#viral', '#trending']",,Aesthetic - Tollan Kim,371,5,34,4
https://www.tiktok.com/@empirecovers/video/7286904537670028586,10/6/23,empirecovers,Empire Covers,Kia Boys? More like Mopar Boys. These are the Top 5 Most Stolen Cars from the 2020-2022 model years.#mopar#dodge#charger#challenger#hellcat#srthellcat#infiniti#rangerover#dodgecharger#dodgechallenger#hellcatcharger#empirecovers#hellcatchallenger#hemi,"['#mopar', '#dodge', '#charger', '#challenger', '#hellcat', '#srthellcat', '#infiniti', '#rangerover', '#dodgecharger', '#dodgechallenger', '#hellcatcharger', '#empirecovers', '#hellcatchallenger', '#hemi']",Philadelphia,Gta San Andreas (Instrumental Version) - Fk Music,35.6K,343,2400,306
https://www.tiktok.com/@slownata2.0t/video/7287252208813477163,10/7/23,slownata2.0t,21’ Tuci! 🦋,"LMFAO, imma forever bully a kiaboy cause they can’t take push to starts 😭#fyp#fypシ#fypage#fypシ゚viral#hyundai#hyundaitucson#fypdongggggggg","['#fyp', '#fypシ', '#fypage', '#fypシ', '#hyundai', '#hyundaitucson', '#fypdongggggggg']",,UH OHHH - ★ KILLA ★,804,109,45,6
https://www.tiktok.com/@jamescobb960/video/7288342024934280491,10/10/23,jamescobb960,jamescobb960,KIA didn't install security theft in KIA cars SMH#REPOST#kiaboy#usbcord#stolenandrecovered,"['#REPOST', '#kiaboy', '#usbcord', '#stolenandrecovered']",North Carolina,Oh No - Kreepa,767,39,113,237
https://www.tiktok.com/@enthrallingvideotv/video/7288286716111146270,10/10/23,enthrallingvideotv,World News Channel,#news#usa#viralvideo#trending#watchme,"['#news', '#usa', '#viralvideo', '#trending', '#watchme']",,original sound - World News Channel,187,12,26,10
https://www.tiktok.com/@delanyroseee/video/7288769471127342378,10/11/23,delanyroseee,Delany Lopez,This shit is ghettooooo!! Like why didnt yall steal my car? I needed a new one 🙄🙄🙄 jk,[],,original sound - Delany Lopez,302,12,18,11
https://www.tiktok.com/@aretzy.y/video/7289704823769926954,10/13/23,aretzy.y,aretzy <3,,[],,original sound - aretzy <3,380,1,42,12
https://www.tiktok.com/@adaywithshay/video/7289891912457260319,10/14/23,adaywithshay,Shay,,[],,original sound - Shay,22.7K,1216,1253,227
https://www.tiktok.com/@jordantopfive/video/7289921368710270239,10/14/23,jordantopfive,TopFive,wrap it up were leaving#fyp#viral,"['#fyp', '#viral']",,original sound - TopFive,283,2,28,8
https://www.tiktok.com/@chris_is2valid/video/7289827147814915370,10/14/23,chris_is2valid,Chris,#car#carguy#cartok#carsoftiktok#cartokhub#stance#stancedcars#jdm#kia#fyp#fypシ#foryou#foryoupage#mazda#miata#ford#chevy#nissan#toyota#honda#kia#fortegt#kdm#volkswagen#audi#bmw#supra#lamborghini#mclaren#tuned#enkei#capcut#lowered#loweredlifestyle#coilovers#springs#bagged#trending#turbo#spool#bbs#sparco#Mitsubishi#ecu#tcu#pops#burblesandboost#burblesmakeyoufast#sparco#gli#gti#VAG#cartok#carsoftiktok#buggati#ferrari,"['#car', '#carguy', '#cartok', '#carsoftiktok', '#cartokhub', '#stance', '#stancedcars', '#jdm', '#kia', '#fyp', '#fypシ', '#foryou', '#foryoupage', '#mazda', '#miata', '#ford', '#chevy', '#nissan', '#toyota', '#honda', '#kia', '#fortegt', '#kdm', '#volkswagen', '#audi', '#bmw', '#supra', '#lamborghini', '#mclaren', '#tuned', '#enkei', '#capcut', '#lowered', '#loweredlifestyle', '#coilovers', '#springs', '#bagged', '#trending', '#turbo', '#spool', '#bbs', '#sparco', '#Mitsubishi', '#ecu', '#tcu', '#pops', '#burblesandboost', '#burblesmakeyoufast', '#sparco', '#gli', '#gti', '#VAG', '#cartok', '#carsoftiktok', '#buggati', '#ferrari']",,original sound - relishgt,1281,102,142,3
